size,model,embedding,tissue,seed,shuffled,acc,precision,recall,f1
middle,knn,gpn,Nerve_Tibial,1030,no,0.43,0.51,0.55,0.53
middle,svm,gpn,Nerve_Tibial,1030,no,0.45,0.53,0.44,0.48
large,xgboost,gpn,Nerve_Tibial,1030,no,0.54,0.5,0.5,0.5
large,lightgbm,gpn,Nerve_Tibial,1030,no,0.53,0.48,0.54,0.51
large,random forest,gpn,Nerve_Tibial,1030,no,0.53,0.48,0.54,0.51
large,knn,gpn,Nerve_Tibial,1030,no,0.53,0.48,0.5,0.49
large,svm,gpn,Nerve_Tibial,1030,no,0.42,0.39,0.52,0.45
small,xgboost,gpn,Esophagus_Mucosa,17,no,0.48,0.41,0.36,0.38
small,lightgbm,gpn,Esophagus_Mucosa,17,no,0.48,0.41,0.36,0.38
small,random forest,gpn,Esophagus_Mucosa,17,no,0.44,0.36,0.36,0.36
small,knn,gpn,Esophagus_Mucosa,17,no,0.46,0.25,0.1,0.14
small,svm,gpn,Esophagus_Mucosa,17,no,0.55,0.0,0.0,0.0
middle,xgboost,gpn,Esophagus_Mucosa,17,no,0.59,0.72,0.56,0.63
middle,lightgbm,gpn,Esophagus_Mucosa,17,no,0.55,0.69,0.5,0.58
middle,random forest,gpn,Esophagus_Mucosa,17,no,0.65,0.79,0.59,0.67
middle,knn,gpn,Esophagus_Mucosa,17,no,0.57,0.63,0.71,0.67
middle,svm,gpn,Esophagus_Mucosa,17,no,0.5,0.87,0.21,0.35
large,xgboost,gpn,Esophagus_Mucosa,17,no,0.67,0.65,0.71,0.68
large,lightgbm,gpn,Esophagus_Mucosa,17,no,0.65,0.62,0.69,0.65
large,random forest,gpn,Esophagus_Mucosa,17,no,0.67,0.62,0.84,0.71
large,knn,gpn,Esophagus_Mucosa,17,no,0.43,0.41,0.43,0.42
large,svm,gpn,Esophagus_Mucosa,17,no,0.59,0.54,1.0,0.7
small,xgboost,gpn,Esophagus_Mucosa,510,no,0.69,0.75,0.57,0.64
